"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","vgpr","sgpr","fbar","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
886,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,221,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85b180","0x14806a8d8b00",1918502163780361,1918502163793240,1918502165931324,1918502165978812,2138084
887,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,443,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85b100","0x14806a8d8b40",1918502166785889,1918502167114686,1918502170154691,1918502170188974,3040005
888,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,222,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85b100","0x14806a8d8b00",1918502170381786,1918502170392451,1918502172559655,1918502172592792,2167204
889,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,445,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85b580","0x14806a8d8b40",1918502173580347,1918502173905417,1918502176904942,1918502176954948,2999525
890,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,222,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85b580","0x14806a8d8b00",1918502177194350,1918502177206881,1918502179346724,1918502179395045,2139843
891,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,445,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85b000","0x14806a8d8b40",1918502180328826,1918502180653606,1918502183697451,1918502183747773,3043845
892,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,223,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85b000","0x14806a8d8b00",1918502183985862,1918502183998251,1918502186140975,1918502186188311,2142724
893,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,447,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85af80","0x14806a8d8b40",1918502186994556,1918502187322737,1918502190312182,1918502190342495,2989445
894,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,223,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85af80","0x14806a8d8b00",1918502190537150,1918502190548342,1918502192659385,1918502192689953,2111043
895,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,447,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85b080","0x14806a8d8b40",1918502193712797,1918502194038588,1918502197082113,1918502197132344,3043525
896,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,224,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85b080","0x14806a8d8b00",1918502197372658,1918502197385153,1918502199536997,1918502199582972,2151844
897,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,449,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85ae80","0x14806a8d8b40",1918502200561760,1918502200886599,1918502203898124,1918502203956390,3011525
898,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,224,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85ae80","0x14806a8d8b00",1918502204217764,1918502204232205,1918502206366288,1918502206412177,2134083
899,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,449,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85ae00","0x14806a8d8b40",1918502207349987,1918502207674450,1918502210706455,1918502210736850,3032005
900,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,225,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85ae00","0x14806a8d8b00",1918502210955061,1918502210968376,1918502213123899,1918502213174904,2155523
901,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,451,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85ad80","0x14806a8d8b40",1918502214204841,1918502214533342,1918502217524867,1918502217575253,2991525
902,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,225,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85ad80","0x14806a8d8b00",1918502217821779,1918502217835587,1918502219980711,1918502220036141,2145124
903,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,451,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85af00","0x14806a8d8b40",1918502221089032,1918502221414313,1918502224434638,1918502224482239,3020325
904,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,226,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85af00","0x14806a8d8b00",1918502224719937,1918502224732079,1918502226873522,1918502226931444,2141443
905,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,453,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85ac80","0x14806a8d8b40",1918502227974566,1918502228299924,1918502231303929,1918502231353745,3004005
906,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,226,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85ac80","0x14806a8d8b00",1918502231593638,1918502231606810,1918502233768413,1918502233798601,2161603
907,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,453,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85ac00","0x14806a8d8b40",1918502234604577,1918502234933535,1918502237975620,1918502238034283,3042085
908,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,227,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85ac00","0x14806a8d8b00",1918502238283344,1918502238294661,1918502240400584,1918502240446557,2105923
909,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,455,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85ad00","0x14806a8d8b40",1918502241372273,1918502241697002,1918502244741647,1918502244800888,3044645
910,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,227,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85ad00","0x14806a8d8b00",1918502245041051,1918502245053327,1918502247173810,1918502247223632,2120483
911,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,455,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85ab80","0x14806a8d8b40",1918502248259300,1918502248582933,1918502251588378,1918502251638108,3005445
912,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,228,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85ab80","0x14806a8d8b00",1918502251877319,1918502251890298,1918502254011902,1918502254059249,2121604
913,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,457,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85aa80","0x14806a8d8b40",1918502254864392,1918502255194304,1918502258175429,1918502258234404,2981125
914,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,228,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85aa80","0x14806a8d8b00",1918502258450441,1918502258461029,1918502260611113,1918502260656827,2150084
915,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,457,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85ab00","0x14806a8d8b40",1918502261638411,1918502261963435,1918502264986000,1918502265036046,3022565
916,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,229,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85ab00","0x14806a8d8b00",1918502265275177,1918502265287601,1918502267406485,1918502267451025,2118884
917,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,459,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a980","0x14806a8d8b40",1918502268265236,1918502268593047,1918502271590012,1918502271640226,2996965
918,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,229,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a980","0x14806a8d8b00",1918502271879097,1918502271892252,1918502274020256,1918502274067640,2128004
919,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,459,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85aa00","0x14806a8d8b40",1918502274873334,1918502275202658,1918502278225383,1918502278284375,3022725
920,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,230,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85aa00","0x14806a8d8b00",1918502278531752,1918502278545223,1918502280669867,1918502280715505,2124644
921,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,461,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a900","0x14806a8d8b40",1918502281720083,1918502282045549,1918502285071794,1918502285121345,3026245
922,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,230,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a900","0x14806a8d8b00",1918502285361799,1918502285374675,1918502287507958,1918502287552385,2133283
923,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,461,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a800","0x14806a8d8b40",1918502288468913,1918502288793721,1918502291811326,1918502291861287,3017605
924,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,231,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a800","0x14806a8d8b00",1918502292100198,1918502292113246,1918502294246050,1918502294293430,2132804
925,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,463,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a780","0x14806a8d8b40",1918502295100176,1918502295429412,1918502298425577,1918502298458746,2996165
926,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,231,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a780","0x14806a8d8b00",1918502298654183,1918502298665097,1918502300807181,1918502300853826,2142084
927,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,463,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a880","0x14806a8d8b40",1918502301842955,1918502302168303,1918502305245748,1918502305295896,3077445
928,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,232,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a880","0x14806a8d8b00",1918502305535869,1918502305548608,1918502307678211,1918502307724622,2129603
929,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,465,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a680","0x14806a8d8b40",1918502308677710,1918502309002693,1918502312029098,1918502312078872,3026405
930,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,232,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a680","0x14806a8d8b00",1918502312319596,1918502312332458,1918502314418701,1918502314465556,2086243
931,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,465,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a600","0x14806a8d8b40",1918502315265971,1918502315593423,1918502318595348,1918502318626283,3001925
932,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,233,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a600","0x14806a8d8b00",1918502318821179,1918502318832309,1918502320967512,1918502321002548,2135203
933,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,467,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a700","0x14806a8d8b40",1918502322044278,1918502322370234,1918502325372639,1918502325422856,3002405
934,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,233,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a700","0x14806a8d8b00",1918502325662809,1918502325675360,1918502327817923,1918502327862142,2142563
935,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,467,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a500","0x14806a8d8b40",1918502328865748,1918502329190725,1918502332216170,1918502332265366,3025445
936,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,234,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a500","0x14806a8d8b00",1918502332504968,1918502332518091,1918502334650734,1918502334697228,2132643
937,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,469,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a480","0x14806a8d8b40",1918502335637061,1918502335961617,1918502338983861,1918502339019016,3022244
938,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,234,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a480","0x14806a8d8b00",1918502339268126,1918502339280822,1918502341407385,1918502341458392,2126563
939,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,469,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a400","0x14806a8d8b40",1918502342481526,1918502342809468,1918502345809953,1918502345860695,3000485
940,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,235,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a400","0x14806a8d8b00",1918502346109595,1918502346122913,1918502348280837,1918502348331331,2157924
941,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,471,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a580","0x14806a8d8b40",1918502349381958,1918502349707559,1918502352696684,1918502352745316,2989125
942,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,235,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a580","0x14806a8d8b00",1918502352993084,1918502353007084,1918502355166928,1918502355224941,2159844
943,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,471,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a300","0x14806a8d8b40",1918502356265178,1918502356591090,1918502359612375,1918502359662411,3021285
944,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,236,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a300","0x14806a8d8b00",1918502359901212,1918502359913816,1918502362071579,1918502362117157,2157763
945,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,473,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a280","0x14806a8d8b40",1918502362922982,1918502363252701,1918502366232866,1918502366291421,2980165
946,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,236,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a280","0x14806a8d8b00",1918502366530862,1918502366541666,1918502368666790,1918502368700007,2125124
947,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,473,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a380","0x14806a8d8b40",1918502369641513,1918502369966966,1918502373009531,1918502373062192,3042565
948,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,237,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a380","0x14806a8d8b00",1918502373300803,1918502373313371,1918502375428574,1918502375478725,2115203
949,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,475,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a180","0x14806a8d8b40",1918502376517369,1918502376840257,1918502379805702,1918502379855769,2965445
950,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,237,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a180","0x14806a8d8b00",1918502380098387,1918502380111302,1918502382255786,1918502382286538,2144484
951,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,475,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a100","0x14806a8d8b40",1918502383094056,1918502383422988,1918502386425873,1918502386484237,3002885
952,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,238,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a100","0x14806a8d8b00",1918502386705203,1918502386715953,1918502388834357,1918502388881431,2118404
953,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,477,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a200","0x14806a8d8b40",1918502389816285,1918502390141079,1918502393165564,1918502393215332,3024485
954,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,238,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a200","0x14806a8d8b00",1918502393455926,1918502393468925,1918502395596128,1918502395646533,2127203
955,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,477,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a000","0x14806a8d8b40",1918502396650921,1918502396979331,1918502400002056,1918502400051792,3022725
956,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,239,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a000","0x14806a8d8b00",1918502400289891,1918502400302856,1918502402419340,1918502402466731,2116484
957,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,479,37747,37747,112640,256,512,16416,32,72,0,"0x14806a85a080","0x14806a8d8b40",1918502403273868,1918502403603022,1918502406629107,1918502406676442,3026085
958,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,239,37747,37747,112640,256,512,0,24,40,4288,"0x14806a85a080","0x14806a8d8b00",1918502406870356,1918502406881267,1918502408995671,1918502409041615,2114404
959,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,479,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859f80","0x14806a8d8b40",1918502410021195,1918502410346393,1918502413422558,1918502413473054,3076165
960,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,240,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859f80","0x14806a8d8b00",1918502413712666,1918502413724959,1918502415837442,1918502415883334,2112483
961,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,481,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859e80","0x14806a8d8b40",1918502416849148,1918502417174085,1918502420146730,1918502420196114,2972645
962,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,240,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859e80","0x14806a8d8b00",1918502420444574,1918502420458090,1918502422585934,1918502422633647,2127844
963,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,481,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859e00","0x14806a8d8b40",1918502423442498,1918502423771056,1918502426785781,1918502426815916,3014725
964,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,241,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859e00","0x14806a8d8b00",1918502427009569,1918502427020341,1918502429143545,1918502429173815,2123204
965,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,483,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859f00","0x14806a8d8b40",1918502430159787,1918502430484827,1918502433476832,1918502433535178,2992005
966,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,241,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859f00","0x14806a8d8b00",1918502433786303,1918502433799430,1918502435930953,1918502435979114,2131523
967,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,483,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859d00","0x14806a8d8b40",1918502436943214,1918502437270315,1918502440318960,1918502440368151,3048645
968,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,242,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859d00","0x14806a8d8b00",1918502440606561,1918502440619600,1918502442749524,1918502442779393,2129924
969,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,485,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859c80","0x14806a8d8b40",1918502443575479,1918502443903926,1918502446880730,1918502446930902,2976804
970,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,242,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859c80","0x14806a8d8b00",1918502447169573,1918502447182651,1918502449338974,1918502449386539,2156323
971,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,485,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859d80","0x14806a8d8b40",1918502450191923,1918502450521536,1918502453557061,1918502453615498,3035525
972,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,243,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859d80","0x14806a8d8b00",1918502453828359,1918502453839302,1918502455983465,1918502456029405,2144163
973,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,487,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859c00","0x14806a8d8b40",1918502456996711,1918502457321708,1918502460340593,1918502460397662,3018885
974,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,243,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859c00","0x14806a8d8b00",1918502460653857,1918502460667473,1918502462775637,1918502462806380,2108164
975,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,487,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859b00","0x14806a8d8b40",1918502463605712,1918502463933558,1918502466950203,1918502467000912,3016645
976,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,244,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859b00","0x14806a8d8b00",1918502467240905,1918502467253724,1918502469411487,1918502469462601,2157763
977,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,489,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859b80","0x14806a8d8b40",1918502470429746,1918502470759010,1918502473743015,1918502473777765,2984005
978,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,244,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859b80","0x14806a8d8b00",1918502473971539,1918502473982055,1918502476117259,1918502476163488,2135204
979,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,489,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859a80","0x14806a8d8b40",1918502477168447,1918502477495981,1918502480537746,1918502480586301,3041765
980,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,245,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859a80","0x14806a8d8b00",1918502480834269,1918502480847346,1918502482944950,1918502482991231,2097604
981,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,491,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859a00","0x14806a8d8b40",1918502483928749,1918502484253432,1918502487272957,1918502487323398,3019525
982,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,245,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859a00","0x14806a8d8b00",1918502487562139,1918502487575037,1918502489727041,1918502489774577,2152004
983,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,491,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859900","0x14806a8d8b40",1918502490582536,1918502490911363,1918502493938888,1918502493969310,3027525
984,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,246,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859900","0x14806a8d8b00",1918502494162602,1918502494173608,1918502496298892,1918502496332629,2125284
985,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,493,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859980","0x14806a8d8b40",1918502497394538,1918502497720719,1918502500756244,1918502500809255,3035525
986,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,246,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859980","0x14806a8d8b00",1918502501049339,1918502501062004,1918502503193527,1918502503239444,2131523
987,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,493,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859800","0x14806a8d8b40",1918502504227841,1918502504553210,1918502507619935,1918502507670092,3066725
988,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,247,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859800","0x14806a8d8b00",1918502507910606,1918502507923295,1918502510065219,1918502510111792,2141924
989,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,495,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859780","0x14806a8d8b40",1918502511066604,1918502511391781,1918502514396746,1918502514455262,3004965
990,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,247,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859780","0x14806a8d8b00",1918502514707619,1918502514720267,1918502516841550,1918502516892253,2121283
991,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,495,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859700","0x14806a8d8b40",1918502517896200,1918502518224912,1918502521238997,1918502521289066,3014085
992,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,248,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859700","0x14806a8d8b00",1918502521542294,1918502521556438,1918502523693082,1918502523743170,2136644
993,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,497,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859880","0x14806a8d8b40",1918502524672784,1918502525001724,1918502528010049,1918502528060600,3008325
994,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,248,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859880","0x14806a8d8b00",1918502528300412,1918502528313729,1918502530433893,1918502530490738,2120164
995,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,497,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859680","0x14806a8d8b40",1918502531530193,1918502531855655,1918502534870540,1918502534920614,3014885
996,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,249,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859680","0x14806a8d8b00",1918502535159425,1918502535171981,1918502537305424,1918502537335683,2133443
997,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,499,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859580","0x14806a8d8b40",1918502538139264,1918502538467986,1918502541479671,1918502541538221,3011685
998,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,249,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859580","0x14806a8d8b00",1918502541795928,1918502541810712,1918502543955995,1918502544001994,2145283
999,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,499,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859600","0x14806a8d8b40",1918502544920026,1918502545245437,1918502548309122,1918502548357357,3063685
1000,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,250,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859600","0x14806a8d8b00",1918502548615495,1918502548629443,1918502550774727,1918502550825007,2145284
1001,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,501,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859480","0x14806a8d8b40",1918502551867939,1918502552190889,1918502555177934,1918502555227961,2987045
1002,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,250,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859480","0x14806a8d8b00",1918502555476711,1918502555489774,1918502557587058,1918502557634855,2097284
1003,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,501,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859400","0x14806a8d8b40",1918502558442022,1918502558769620,1918502561824665,1918502561881237,3055045
1004,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,251,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859400","0x14806a8d8b00",1918502562080962,1918502562091825,1918502564223028,1918502564271529,2131203
1005,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,503,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859500","0x14806a8d8b40",1918502565259745,1918502565584150,1918502568618555,1918502568666738,3034405
1006,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,251,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859500","0x14806a8d8b00",1918502568923674,1918502568937595,1918502571041599,1918502571087859,2104004
1007,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,503,37747,37747,112640,256,512,16416,32,72,0,"0x14806a859300","0x14806a8d8b40",1918502572005679,1918502572330401,1918502575362086,1918502575411941,3031685
1008,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,252,37747,37747,112640,256,512,0,24,40,4288,"0x14806a859300","0x14806a8d8b00",1918502575651914,1918502575665606,1918502577778890,1918502577810078,2113284
