"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","vgpr","sgpr","fbar","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
0,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,0,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa49200","0x14806a8d8b00",1918499165387372,1918499165414312,1918499167557994,1918499167620351,2143682
1,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,1,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48e80","0x14806a8d8b40",1918499174380592,1918499174706481,1918499177664723,1918499177745935,2958242
2,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,0,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48e80","0x14806a8d8b00",1918499178017869,1918499178034004,1918499180154006,1918499180233845,2120002
3,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,1,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa49100","0x14806a8d8b40",1918499181319459,1918499181643927,1918499184626330,1918499184676415,2982403
4,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,1,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa49100","0x14806a8d8b00",1918499184925305,1918499184938650,1918499187066172,1918499187124709,2127522
5,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,3,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48d80","0x14806a8d8b40",1918499188170146,1918499188495293,1918499191453536,1918499191510650,2958243
6,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,1,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48d80","0x14806a8d8b00",1918499191752497,1918499191765216,1918499193891618,1918499193924918,2126402
7,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,3,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48d00","0x14806a8d8b40",1918499194759458,1918499195086820,1918499198097862,1918499198155770,3011042
8,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,2,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48d00","0x14806a8d8b00",1918499198398168,1918499198409543,1918499200582665,1918499200628210,2173122
9,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,5,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48e00","0x14806a8d8b40",1918499201587661,1918499201912426,1918499204906829,1918499204955839,2994403
10,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,2,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48e00","0x14806a8d8b00",1918499205198547,1918499205210989,1918499207341551,1918499207390987,2130562
11,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,5,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48c00","0x14806a8d8b40",1918499208402569,1918499208730352,1918499211746675,1918499211796196,3016323
12,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,3,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48c00","0x14806a8d8b00",1918499212037121,1918499212049875,1918499214196117,1918499214242054,2146242
13,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,7,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48c80","0x14806a8d8b40",1918499215045374,1918499215374678,1918499218390521,1918499218434322,3015843
14,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,3,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48c80","0x14806a8d8b00",1918499218783115,1918499218794041,1918499220921883,1918499220955767,2127842
15,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,7,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48b80","0x14806a8d8b40",1918499221969372,1918499222295485,1918499225342368,1918499225392125,3046883
16,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,4,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48b80","0x14806a8d8b00",1918499225633210,1918499225645861,1918499227759462,1918499227806393,2113601
17,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,9,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48a80","0x14806a8d8b40",1918499228797876,1918499229123143,1918499232139305,1918499232198035,3016162
18,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,4,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48a80","0x14806a8d8b00",1918499232447487,1918499232459305,1918499234576267,1918499234623154,2116962
19,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,9,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48a00","0x14806a8d8b40",1918499235548359,1918499235873228,1918499238916591,1918499238947216,3043363
20,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,5,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48a00","0x14806a8d8b00",1918499239179244,1918499239192911,1918499241312433,1918499241363157,2119522
21,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,11,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48980","0x14806a8d8b40",1918499242414856,1918499242740594,1918499245736757,1918499245787032,2996163
22,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,5,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48980","0x14806a8d8b00",1918499246028668,1918499246041237,1918499248164919,1918499248223823,2123682
23,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,11,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48900","0x14806a8d8b40",1918499249298296,1918499249624760,1918499252632443,1918499252680881,3007683
24,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,6,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48900","0x14806a8d8b00",1918499252929732,1918499252942363,1918499255056445,1918499255099407,2114082
25,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,13,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48880","0x14806a8d8b40",1918499256142900,1918499256468446,1918499259486208,1918499259536117,3017762
26,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,6,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48880","0x14806a8d8b00",1918499259777192,1918499259789409,1918499261928450,1918499261975573,2139041
27,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,13,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48800","0x14806a8d8b40",1918499262816515,1918499263144932,1918499266136294,1918499266166528,2991362
28,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,7,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48800","0x14806a8d8b00",1918499266359461,1918499266369574,1918499268500616,1918499268550798,2131042
29,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,15,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48b00","0x14806a8d8b40",1918499269581958,1918499269911977,1918499272889100,1918499272939234,2977123
30,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,7,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48b00","0x14806a8d8b00",1918499273181832,1918499273194380,1918499275341262,1918499275391405,2146882
31,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,15,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48780","0x14806a8d8b40",1918499276437062,1918499276763183,1918499279771186,1918499279821251,3008003
32,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,8,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48780","0x14806a8d8b00",1918499280061124,1918499280073426,1918499282208948,1918499282256419,2135522
33,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,17,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48680","0x14806a8d8b40",1918499283067574,1918499283396789,1918499286350231,1918499286408770,2953442
34,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,8,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48680","0x14806a8d8b00",1918499286641660,1918499286652152,1918499288776633,1918499288823239,2124481
35,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,17,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48700","0x14806a8d8b40",1918499289768953,1918499290096711,1918499293144395,1918499293197187,3047684
36,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,9,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48700","0x14806a8d8b00",1918499293437761,1918499293450475,1918499295608238,1918499295658054,2157763
37,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,19,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48580","0x14806a8d8b40",1918499296661961,1918499296990320,1918499299971284,1918499300021522,2980964
38,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,9,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48580","0x14806a8d8b00",1918499300262117,1918499300274644,1918499302404567,1918499302451671,2129923
39,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,19,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48600","0x14806a8d8b40",1918499303258497,1918499303587289,1918499306612093,1918499306647105,3024804
40,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,10,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48600","0x14806a8d8b00",1918499306841289,1918499306851934,1918499308990337,1918499309036615,2138403
41,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,21,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48500","0x14806a8d8b40",1918499310026474,1918499310355138,1918499313367143,1918499313416294,3012005
42,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,10,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48500","0x14806a8d8b00",1918499313656898,1918499313669703,1918499315789226,1918499315835080,2119523
43,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,21,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48480","0x14806a8d8b40",1918499316642457,1918499316972588,1918499319990352,1918499320040073,3017764
44,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,11,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48480","0x14806a8d8b00",1918499320283102,1918499320296112,1918499322440115,1918499322487174,2144003
45,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,23,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48400","0x14806a8d8b40",1918499323296825,1918499323626037,1918499326616921,1918499326651988,2990884
46,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,11,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48400","0x14806a8d8b00",1918499326847586,1918499326858681,1918499328989404,1918499329035998,2130723
47,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,23,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48380","0x14806a8d8b40",1918499329999126,1918499330323806,1918499333328131,1918499333386220,3004325
48,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,12,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48380","0x14806a8d8b00",1918499333647625,1918499333662051,1918499335776454,1918499335821729,2114403
49,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,25,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48280","0x14806a8d8b40",1918499336745311,1918499337070216,1918499340067180,1918499340117326,2996964
50,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,12,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48280","0x14806a8d8b00",1918499340372138,1918499340385900,1918499342532943,1918499342583674,2147043
51,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,25,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48200","0x14806a8d8b40",1918499343640092,1918499343965905,1918499346984150,1918499347016647,3018245
52,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,13,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48200","0x14806a8d8b00",1918499347225550,1918499347238550,1918499349364153,1918499349423560,2125603
53,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,27,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48180","0x14806a8d8b40",1918499350472003,1918499350797915,1918499353794879,1918499353824541,2996964
54,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,13,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48180","0x14806a8d8b00",1918499354018545,1918499354029222,1918499356166664,1918499356200635,2137442
55,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,27,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48100","0x14806a8d8b40",1918499357254528,1918499357580745,1918499360623469,1918499360671780,3042724
56,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,14,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48100","0x14806a8d8b00",1918499360918486,1918499360931150,1918499363067792,1918499363098121,2136642
57,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,29,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48080","0x14806a8d8b40",1918499364083913,1918499364409074,1918499367426198,1918499367476398,3017124
58,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,14,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48080","0x14806a8d8b00",1918499367717072,1918499367730198,1918499369855801,1918499369902449,2125603
59,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,29,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48000","0x14806a8d8b40",1918499370843404,1918499371168923,1918499374219007,1918499374253934,3050084
60,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,15,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48000","0x14806a8d8b00",1918499374500139,1918499374513247,1918499376628130,1918499376678071,2114883
61,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,31,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877f80","0x14806a8d8b40",1918499377761481,1918499378087651,1918499381076455,1918499381126422,2988804
62,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,15,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877f80","0x14806a8d8b00",1918499381384259,1918499381401256,1918499383547658,1918499383597479,2146402
63,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,31,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877f00","0x14806a8d8b40",1918499384648797,1918499384974700,1918499387983024,1918499388032465,3008324
64,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,16,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877f00","0x14806a8d8b00",1918499388273140,1918499388285744,1918499390392307,1918499390443146,2106563
65,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,33,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877e80","0x14806a8d8b40",1918499391425892,1918499391754229,1918499394737753,1918499394788069,2983524
66,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,16,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877e80","0x14806a8d8b00",1918499395029514,1918499395042073,1918499397185276,1918499397231332,2143203
67,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,33,37747,37747,112640,256,512,16416,32,72,0,"0x14816aa48300","0x14806a8d8b40",1918499398203097,1918499398527838,1918499401524641,1918499401583669,2996803
68,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,17,37747,37747,112640,256,512,0,24,40,4288,"0x14816aa48300","0x14806a8d8b00",1918499401822269,1918499401833282,1918499403938564,1918499403984610,2105282
69,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,35,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877d80","0x14806a8d8b40",1918499404950874,1918499405276006,1918499408279210,1918499408328882,3003204
70,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,17,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877d80","0x14806a8d8b00",1918499408570779,1918499408583690,1918499410691373,1918499410738961,2107683
71,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,35,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877d00","0x14806a8d8b40",1918499411579974,1918499411907695,1918499414916818,1918499414967259,3009123
72,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,18,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877d00","0x14806a8d8b00",1918499415207202,1918499415220179,1918499417374422,1918499417418268,2154243
73,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,37,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877e00","0x14806a8d8b40",1918499418229272,1918499418560093,1918499421558816,1918499421590526,2998723
74,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,18,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877e00","0x14806a8d8b00",1918499421783729,1918499421794336,1918499423932578,1918499423978483,2138242
75,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,37,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877c80","0x14806a8d8b40",1918499424914409,1918499425239460,1918499428299143,1918499428347382,3059683
76,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,19,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877c80","0x14806a8d8b00",1918499428584870,1918499428597063,1918499430733546,1918499430784113,2136483
77,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,39,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877b80","0x14806a8d8b40",1918499431816014,1918499432143627,1918499435149231,1918499435199111,3005604
78,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,19,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877b80","0x14806a8d8b00",1918499435438322,1918499435450671,1918499437607153,1918499437638437,2156482
79,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,39,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877c00","0x14806a8d8b40",1918499438447207,1918499438776595,1918499441817558,1918499441872445,3040963
80,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,20,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877c00","0x14806a8d8b00",1918499442068563,1918499442079158,1918499444221721,1918499444265892,2142563
81,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,41,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877b00","0x14806a8d8b40",1918499445259870,1918499445585082,1918499448582686,1918499448631565,2997604
82,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,20,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877b00","0x14806a8d8b00",1918499448875045,1918499448887166,1918499451013248,1918499451059879,2126082
83,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,41,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877a00","0x14806a8d8b40",1918499451998490,1918499452323330,1918499455353573,1918499455403880,3030243
84,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,21,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877a00","0x14806a8d8b00",1918499455643302,1918499455655653,1918499457803496,1918499457850951,2147843
85,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,43,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877980","0x14806a8d8b40",1918499458657557,1918499458985257,1918499461973741,1918499462004274,2988484
86,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,21,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877980","0x14806a8d8b00",1918499462199691,1918499462210381,1918499464331503,1918499464361190,2121122
87,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,43,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877a80","0x14806a8d8b40",1918499465178848,1918499465509104,1918499468508148,1918499468556835,2999044
88,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,22,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877a80","0x14806a8d8b00",1918499468807339,1918499468820308,1918499470969591,1918499471019847,2149283
89,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,45,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877900","0x14806a8d8b40",1918499472025326,1918499472354552,1918499475315675,1918499475365671,2961123
90,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,22,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877900","0x14806a8d8b00",1918499475605854,1918499475618076,1918499477756798,1918499477787844,2138722
91,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,45,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877880","0x14806a8d8b40",1918499478596504,1918499478925439,1918499481945443,1918499481992876,3020004
92,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,23,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877880","0x14806a8d8b00",1918499482187522,1918499482198111,1918499484344513,1918499484391734,2146402
93,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,47,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877800","0x14806a8d8b40",1918499485602430,1918499485928194,1918499488923878,1918499488973964,2995684
94,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,23,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877800","0x14806a8d8b00",1918499489214619,1918499489226758,1918499491351401,1918499491397370,2124643
95,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,47,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877700","0x14806a8d8b40",1918499492383983,1918499492708682,1918499495770446,1918499495820293,3061764
96,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,24,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877700","0x14806a8d8b00",1918499496061077,1918499496073326,1918499498219569,1918499498266432,2146243
97,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,49,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877680","0x14806a8d8b40",1918499499219761,1918499499544210,1918499502559254,1918499502617616,3015044
98,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,24,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877680","0x14806a8d8b00",1918499502871606,1918499502884214,1918499505025336,1918499505076139,2141122
99,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,49,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877600","0x14806a8d8b40",1918499506083793,1918499506411898,1918499509416541,1918499509466249,3004643
100,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,25,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877600","0x14806a8d8b00",1918499509721321,1918499509735582,1918499511840384,1918499511890766,2104802
101,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,51,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877780","0x14806a8d8b40",1918499512948927,1918499513276866,1918499516287589,1918499516335191,3010723
102,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,25,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877780","0x14806a8d8b00",1918499516573290,1918499516585350,1918499518705512,1918499518764146,2120162
103,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,51,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877500","0x14806a8d8b40",1918499519809774,1918499520135274,1918499523153037,1918499523203120,3017763
104,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,26,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877500","0x14806a8d8b00",1918499523441470,1918499523454158,1918499525584880,1918499525616125,2130722
105,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,53,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877480","0x14806a8d8b40",1918499526425657,1918499526754322,1918499529747445,1918499529806369,2993123
106,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,26,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877480","0x14806a8d8b00",1918499530043697,1918499530054325,1918499532157368,1918499532202101,2103043
107,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,53,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877580","0x14806a8d8b40",1918499533149879,1918499533475449,1918499536525213,1918499536581681,3049764
108,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,27,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877580","0x14806a8d8b00",1918499536843826,1918499536860573,1918499538982176,1918499539033390,2121603
109,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,55,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877380","0x14806a8d8b40",1918499540053719,1918499540381697,1918499543390981,1918499543440723,3009284
110,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,27,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877380","0x14806a8d8b00",1918499543680475,1918499543692741,1918499545818504,1918499545866092,2125763
111,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,55,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877400","0x14806a8d8b40",1918499546671115,1918499547000621,1918499550037265,1918499550076926,3036644
112,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,28,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877400","0x14806a8d8b00",1918499550275028,1918499550285905,1918499552407028,1918499552452959,2121123
113,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,57,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877300","0x14806a8d8b40",1918499553465002,1918499553790230,1918499556794394,1918499556825235,3004164
114,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,28,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877300","0x14806a8d8b00",1918499557065919,1918499557078715,1918499559197278,1918499559243069,2118563
115,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,57,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877200","0x14806a8d8b40",1918499560160609,1918499560485280,1918499563509764,1918499563559707,3024484
116,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,29,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877200","0x14806a8d8b00",1918499563799329,1918499563812004,1918499565929287,1918499565959166,2117283
117,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,59,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877180","0x14806a8d8b40",1918499566758168,1918499567086409,1918499570062733,1918499570117188,2976324
118,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,29,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877180","0x14806a8d8b00",1918499570315200,1918499570325774,1918499572449457,1918499572493773,2123683
119,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,3,59,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877280","0x14806a8d8b40",1918499573504693,1918499573830419,1918499576873303,1918499576925213,3042884
120,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,0,30,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877280","0x14806a8d8b00",1918499577165727,1918499577178424,1918499579308347,1918499579354148,2129923
121,"__omp_offloading_8f127ee_df00ed7c_main_l92.kd",0,1,61,37747,37747,112640,256,512,16416,32,72,0,"0x14806a877080","0x14806a8d8b40",1918499580288401,1918499580613149,1918499583645953,1918499583695824,3032804
122,"__omp_offloading_8f127ee_df00ed7c_main_l71.kd",0,2,30,37747,37747,112640,256,512,0,24,40,4288,"0x14806a877080","0x14806a8d8b00",1918499583935747,1918499583948353,1918499586076036,1918499586123147,2127683
